image_path,class,split
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/maple leaf/306.jpg,maple leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/rice leaf/225.jpg,rice leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple mosaic virus/google_0167.jpg,apple mosaic virus,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/rice sheath blight/google_0102.jpg,rice sheath blight,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato septoria leaf spot/google_0012.jpg,tomato septoria leaf spot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cauliflower alternaria leaf spot/google_0343.jpg,cauliflower alternaria leaf spot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato mosaic virus/google_0200 - Copy.jpg,tomato mosaic virus,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/eggplant leaf/google_0077.jpg,eggplant leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bean leaf/108.jpg,bean leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bell pepper leaf spot/10.jpg,bell pepper leaf spot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato septoria leaf spot/google_0208.jpg,tomato septoria leaf spot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bell pepper leaf/167.jpg,bell pepper leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn northern leaf blight/google_0163.jpg,corn northern leaf blight,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tobacco leaf/27.jpg,tobacco leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/raspberry leaf/70.jpg,raspberry leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape black rot/google_0286.jpg,grape black rot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber powdery mildew/24.jpg,cucumber powdery mildew,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/celery leaf/google_0180.jpg,celery leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bean rust/197.jpg,bean rust,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/blueberry leaf/google_0145.jpg,blueberry leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn gray leaf spot/google_0192.jpg,corn gray leaf spot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn rust/google_0039.jpg,corn rust,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/zucchini yellow mosaic virus/8.jpg,zucchini yellow mosaic virus,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/maple leaf/298.jpg,maple leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cauliflower leaf/112.jpg,cauliflower leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/blueberry leaf/google_0115.jpg,blueberry leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple black rot/google_0150.jpg,apple black rot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bean rust/174.jpg,bean rust,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape downy mildew/243.jpg,grape downy mildew,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bean halo blight/google_0011.jpg,bean halo blight,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato late blight/226 - Copy (3).jpg,tomato late blight,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple scab/80.jpg,apple scab,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/blueberry leaf/google_0046.jpg,blueberry leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cherry leaf spot/google_0158.jpg,cherry leaf spot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/peach leaf curl/google_0069.jpg,peach leaf curl,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato bacterial leaf spot/google_0138.jpg,tomato bacterial leaf spot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cherry leaf spot/google_0274.jpg,cherry leaf spot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple leaf/google_0021.jpg,apple leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/citrus canker/42.jpg,citrus canker,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/blueberry leaf/google_0355.jpg,blueberry leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bean leaf/68.jpg,bean leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bean halo blight/google_0027.jpg,bean halo blight,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato bacterial leaf spot/google_0018.jpg,tomato bacterial leaf spot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/strawberry leaf/google_0054.jpg,strawberry leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bell pepper leaf/81.jpg,bell pepper leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/maple tar spot/google_0012.jpg,maple tar spot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/maple leaf/361.jpg,maple leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn gray leaf spot/google_0293.jpg,corn gray leaf spot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/eggplant cercospora leaf spot/11.jpg,eggplant cercospora leaf spot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber leaf/17.jpg,cucumber leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/plum leaf/google_0138.jpg,plum leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/broccoli leaf/google_0266.jpg,broccoli leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/raspberry leaf/104.jpg,raspberry leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn rust/google_0057.jpg,corn rust,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/broccoli leaf/google_0117.jpg,broccoli leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape black rot/28.jpg,grape black rot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/citrus canker/google_0284.jpg,citrus canker,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cabbage alternaria leaf spot/34.jpg,cabbage alternaria leaf spot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/maple leaf/google_0084.jpg,maple leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn northern leaf blight/33.jpg,corn northern leaf blight,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cabbage alternaria leaf spot/google_0301.jpg,cabbage alternaria leaf spot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn leaf/37.jpg,corn leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/squash leaf/zgoogle_0019.jpg,squash leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/rice leaf/219.jpg,rice leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/ginger leaf spot/google_0006.jpg,ginger leaf spot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple scab/google_0330.jpg,apple scab,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato leaf/google_0008.jpg,tomato leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape downy mildew/google_0212.jpg,grape downy mildew,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bean mosaic virus/google_0106.jpg,bean mosaic virus,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/ginger leaf spot/google_0002.jpg,ginger leaf spot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/citrus canker/280.jpg,citrus canker,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/zucchini yellow mosaic virus/236.jpg,zucchini yellow mosaic virus,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/maple leaf/36.jpg,maple leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/basil leaf/179.jpg,basil leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape black rot/11.jpg,grape black rot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber bacterial wilt/3.jpg,cucumber bacterial wilt,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple rust/51.jpg,apple rust,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple leaf/184.jpg,apple leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape downy mildew/google_0024.jpg,grape downy mildew,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/potato late blight/google_0265 - Copy.jpg,potato late blight,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/strawberry leaf/google_0366.jpg,strawberry leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato septoria leaf spot/google_0258.jpg,tomato septoria leaf spot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato late blight/113.jpg,tomato late blight,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/garlic leaf/google_0092.jpg,garlic leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape leaf/6.jpg,grape leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/basil leaf/google_0008.jpg,basil leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/rice sheath blight/google_0017.jpg,rice sheath blight,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bean leaf/193.jpg,bean leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/basil leaf/google_0353.jpg,basil leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/maple leaf/260.jpg,maple leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/coffee leaf/google_0038.jpg,coffee leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/banana panama disease/google_0015.jpg,banana panama disease,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple scab/51.jpg,apple scab,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/eggplant cercospora leaf spot/google_0030.jpg,eggplant cercospora leaf spot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape leaf/2.jpg,grape leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple leaf/13.jpg,apple leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple black rot/google_0122.jpg,apple black rot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/potato early blight/google_0051.jpg,potato early blight,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber angular leaf spot/26.jpg,cucumber angular leaf spot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/coffee leaf/38.jpg,coffee leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/squash leaf/20.jpg,squash leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape leaf/169.jpg,grape leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple leaf/298.jpg,apple leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/basil downy mildew/google_0050.jpg,basil downy mildew,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cherry powdery mildew/google_0004.jpg,cherry powdery mildew,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/celery anthracnose/google_0061.jpg,celery anthracnose,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato early blight/google_0160.jpg,tomato early blight,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/potato late blight/29.jpg,potato late blight,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cherry leaf/google_0124.jpg,cherry leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato mosaic virus/188.jpg,tomato mosaic virus,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber powdery mildew/73.jpg,cucumber powdery mildew,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/citrus canker/143.jpg,citrus canker,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/peach leaf/google_0212.jpg,peach leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato early blight/google_0074.jpg,tomato early blight,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn gray leaf spot/google_0026.jpg,corn gray leaf spot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cauliflower leaf/134.jpg,cauliflower leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn smut/google_0153.jpg,corn smut,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bell pepper leaf/257.jpg,bell pepper leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/maple leaf/85.jpg,maple leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bean leaf/google_0320.jpg,bean leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato leaf/43.jpg,tomato leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber powdery mildew/213.jpg,cucumber powdery mildew,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn rust/95.jpg,corn rust,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/basil downy mildew/google_0045.jpg,basil downy mildew,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape leaf/96.jpg,grape leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple rust/google_0111.jpg,apple rust,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cabbage leaf/17.jpg,cabbage leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn northern leaf blight/google_0123.jpg,corn northern leaf blight,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato late blight/google_0073.jpg,tomato late blight,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/zucchini yellow mosaic virus/33.jpg,zucchini yellow mosaic virus,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/peach leaf/70.jpg,peach leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber angular leaf spot/21.jpg,cucumber angular leaf spot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple leaf/google_0003.jpg,apple leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber angular leaf spot/14.jpg,cucumber angular leaf spot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/rice leaf/28.jpg,rice leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn northern leaf blight/google_0014.jpg,corn northern leaf blight,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cherry powdery mildew/14.jpg,cherry powdery mildew,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber angular leaf spot/170.jpg,cucumber angular leaf spot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/blueberry leaf/google_0502.jpg,blueberry leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple rust/3.jpg,apple rust,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cherry powdery mildew/32.jpg,cherry powdery mildew,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cherry leaf/116.jpg,cherry leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato late blight/google_0063.jpg,tomato late blight,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/plum pocket disease/google_0003.jpg,plum pocket disease,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/citrus greening disease/google_0314.jpg,citrus greening disease,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato leaf mold/224.jpg,tomato leaf mold,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bean rust/google_0144 - Copy.jpg,bean rust,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grapevine leafroll disease/google_0040.jpg,grapevine leafroll disease,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/garlic leaf blight/92.jpg,garlic leaf blight,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/potato early blight/google_0178.jpg,potato early blight,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber leaf/102.jpg,cucumber leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/broccoli downy mildew/30 - Copy.jpg,broccoli downy mildew,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/coffee leaf rust/google_0058.jpg,coffee leaf rust,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape leaf/151.jpg,grape leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/citrus canker/329.jpg,citrus canker,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/strawberry leaf scorch/11.jpg,strawberry leaf scorch,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/coffee leaf/203.jpg,coffee leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/raspberry leaf/2.jpg,raspberry leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple scab/13.jpg,apple scab,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cabbage leaf/256.jpg,cabbage leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato septoria leaf spot/google_0030.jpg,tomato septoria leaf spot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/squash leaf/zgoogle_0215.jpg,squash leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bean mosaic virus/google_0059.jpg,bean mosaic virus,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/strawberry leaf/20.jpg,strawberry leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/banana leaf/97.jpg,banana leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/eggplant cercospora leaf spot/google_0091.jpg,eggplant cercospora leaf spot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/soybean leaf/google_0032.jpg,soybean leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn gray leaf spot/google_0059.jpg,corn gray leaf spot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cabbage alternaria leaf spot/7.jpg,cabbage alternaria leaf spot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/potato late blight/71.jpg,potato late blight,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber angular leaf spot/324.jpg,cucumber angular leaf spot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato late blight/186.jpg,tomato late blight,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/basil leaf/262.jpg,basil leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/ginger leaf spot/31.jpg,ginger leaf spot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/rice leaf/46.jpg,rice leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple leaf/222.jpg,apple leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/lettuce downy mildew/google_0095.jpg,lettuce downy mildew,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bell pepper leaf/4.jpg,bell pepper leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bean rust/257.jpg,bean rust,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape leaf spot/google_0013.jpg,grape leaf spot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/citrus greening disease/google_0214.jpg,citrus greening disease,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber angular leaf spot/google_0073.jpg,cucumber angular leaf spot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/citrus canker/139 - Copy.jpg,citrus canker,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber powdery mildew/google_0065.jpg,cucumber powdery mildew,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bean leaf/22.jpg,bean leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber bacterial wilt/43.jpg,cucumber bacterial wilt,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/zucchini yellow mosaic virus/160.jpg,zucchini yellow mosaic virus,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/potato late blight/93.jpg,potato late blight,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/lettuce leaf/google_0232.jpg,lettuce leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cherry powdery mildew/51.jpg,cherry powdery mildew,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cauliflower leaf/43.jpg,cauliflower leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/celery anthracnose/google_0051.jpg,celery anthracnose,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/plum leaf/364.jpg,plum leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/zucchini yellow mosaic virus/google_0112 - Copy (3).jpg,zucchini yellow mosaic virus,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape downy mildew/26.jpg,grape downy mildew,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cherry leaf/google_0184.jpg,cherry leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/squash leaf/zgoogle_0004.jpg,squash leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber powdery mildew/google_0141.jpg,cucumber powdery mildew,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/rice blast/google_0096 - Copy (2).jpg,rice blast,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/rice leaf/305.jpg,rice leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/squash leaf/zgoogle_0124.jpg,squash leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cherry leaf/51.jpg,cherry leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/apple leaf/google_0143.jpg,apple leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape black rot/98.jpg,grape black rot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn northern leaf blight/72.jpg,corn northern leaf blight,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cauliflower leaf/3.jpg,cauliflower leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cauliflower leaf/28.jpg,cauliflower leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato yellow leaf curl virus/149.jpg,tomato yellow leaf curl virus,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cherry leaf spot/google_0196.jpg,cherry leaf spot,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/grape downy mildew/112.jpg,grape downy mildew,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato mosaic virus/google_0228.jpg,tomato mosaic virus,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato leaf mold/google_0016.jpg,tomato leaf mold,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/potato early blight/google_0083.jpg,potato early blight,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/lettuce leaf/google_0201.jpg,lettuce leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/banana leaf/212.jpg,banana leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bell pepper leaf/google_0265.jpg,bell pepper leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/plum leaf/9.jpg,plum leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/blueberry leaf/18.jpg,blueberry leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/corn leaf/google_0134.jpg,corn leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cabbage leaf/186.jpg,cabbage leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/banana panama disease/google_0060.jpg,banana panama disease,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/tomato leaf/68.jpg,tomato leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/peach leaf/14.jpg,peach leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/broccoli leaf/254.jpg,broccoli leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/bean mosaic virus/google_0142.jpg,bean mosaic virus,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/celery leaf/201.jpg,celery leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/potato leaf/google_0681.jpg,potato leaf,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/potato late blight/google_0266.jpg,potato late blight,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/garlic rust/332 - Copy.jpg,garlic rust,test
/Users/juanluis/Documents/Projects/computer-vision-portfolio/plantwild/images/cucumber angular leaf spot/219.jpg,cucumber angular leaf spot,test
